file_name,Emotion_1_label,Emotion_1_mean,Emotion_1_std,Emotion_2_label,Emotion_2_mean,Emotion_2_std,Emotion_3_label,Emotion_3_mean,Emotion_3_std,valence,arousal,dominance,user_id,timestamp
recording216.wav,sadness,0.5587672838893744,0.1379862701380774,happiness,0.16733328951703383,0.008389331469655597,disgust,0.08965785376939953,0.05995305666632681,0.7974757,0.7553704,0.7118716,,audios\recording216.wav
recording217.wav,sadness,0.3994250216651184,0.1419057675870418,neutral,0.28238610459979474,0.22993380851647394,happiness,0.12030000220409887,0.04350365450119906,0.47202933,0.463,0.4613558,,audios\recording217.wav
recording217.wav,happiness,0.32880610546208167,0.10950134670960401,sadness,0.19648331661464913,0.059224018716159704,disgust,0.14460811696959058,0.035778201578243865,0.44232172,0.29358435,0.36344108,,audios\recording217.wav
recording219.wav,sadness,0.42471374854041044,0.097975331345014,happiness,0.16159330321401916,0.020688285377117473,neutral,0.1347716124583156,0.06958884508961403,0.36692175,0.27469432,0.38736075,,audios\recording219.wav
recording219.wav,sadness,0.4639570542184971,0.10738380991592023,happiness,0.16510121600205802,0.018780558648171564,fear,0.11804371600076045,0.02239882313551216,0.4314924,0.3114369,0.35774466,,audios\recording219.wav
recording220.wav,sadness,0.500085833218407,0.13937303515783075,happiness,0.1609209043842704,0.009400466365854029,disgust,0.10600892640626658,0.06757667263086015,0.24124806,0.37717974,0.3944391,,audios\recording220.wav
recording221.wav,sadness,0.4302001686555046,0.0756158937888906,neutral,0.19088870215535556,0.1560092745233041,happiness,0.14776181929128426,0.040744944462270304,0.5064124,0.3622642,0.41104504,,audios\recording221.wav
recording222.wav,sadness,0.43426204256704926,0.07668897694991773,neutral,0.16202754182282647,0.11556060411781394,happiness,0.16096241344519752,0.02834996260899107,0.46285126,0.34474286,0.34272322,,audios\recording222.wav
recording223.wav,sadness,0.4684274391709885,0.10478590306072387,happiness,0.18613965987591605,0.014202236842643516,neutral,0.10462895572332831,0.051624656691792295,0.4803628,0.30571544,0.38263273,,audios\recording223.wav
recording223.wav,sadness,0.5013749158743855,0.13238948389445393,happiness,0.17763389002438634,0.023560333797951923,disgust,0.09902243813035479,0.05619478759627302,0.38251638,0.33107695,0.3669873,,audios\recording223.wav
recording223.wav,sadness,0.45207473153948896,0.0827289080421607,happiness,0.1811075361616096,0.034931732426726265,fear,0.15019577188064748,0.05281252731040014,0.5785793,0.7628467,0.6455815,,audios\recording223.wav
recording223.wav,sadness,0.45373405307738723,0.10576286264234812,happiness,0.1685812619966727,0.012862555452747382,neutral,0.15317182410053837,0.08684769419137482,0.4951748,0.40174824,0.4031497,,audios\recording223.wav
recording223.wav,happiness,0.3054521207272375,0.1490707698141609,sadness,0.26552892948732176,0.1419555559517512,disgust,0.14453450362477416,0.041446272054097344,0.50406194,0.48843586,0.4983764,,audios\recording223.wav
recording224.wav,sadness,0.5343631643920539,0.10924403598976468,happiness,0.14353458937182076,0.030958912399634057,neutral,0.12967894675433828,0.06913332716668677,0.4615005,0.41289312,0.4127111,,audios\recording224.wav
recording225.wav,sadness,0.46931353666877706,0.11723491764446124,happiness,0.1509245828474736,0.012150023613073012,disgust,0.1413938714469319,0.03277609970831939,0.39901787,0.25451976,0.30409452,,audios\recording225.wav
recording226.wav,sadness,0.424832747908437,0.08711413529223458,neutral,0.20840465102581,0.14771200269159113,happiness,0.15094181302728474,0.04468349235408812,0.41444394,0.41262257,0.4069656,,audios\recording226.wav
recording227.wav,happiness,0.2755879163868639,0.0970892961430011,sadness,0.25439928521404104,0.03244941266422073,disgust,0.16333540829709015,0.05167964853102097,0.4582153,0.4442291,0.4495657,,audios\recording227.wav
recording230.wav,sadness,0.3693164502931645,0.11245815543355286,neutral,0.21090048495711985,0.20105282463320565,happiness,0.16555846974959657,0.02986643909953459,0.3485679,0.20116633,0.288328,,audios\recording230.wav
recording232.wav,sadness,0.4572107675377883,0.11481516397242177,neutral,0.1944932706987957,0.13865491713923891,happiness,0.12126011421260319,0.03526024942309621,0.34198904,0.37175265,0.40783644,,audios\recording232.wav
recording234.wav,sadness,0.47162353570443716,0.13171947256727828,happiness,0.1740967197834056,0.026384770963442095,neutral,0.1043479878270205,0.05132487494673213,0.5889975,0.77885777,0.7279335,,audios\recording234.wav
recording235.wav,sadness,0.38905609041212796,0.09627778220147379,happiness,0.18239058289723958,0.01974044316644701,neutral,0.15017673052647224,0.07350076481760044,0.30885416,0.28398955,0.35111532,,audios\recording235.wav
recording236.wav,sadness,0.4658064394166334,0.12446344541434083,happiness,0.1688712745437386,0.02209663673245087,disgust,0.10958353643986003,0.06177312659002178,0.33345985,0.20520404,0.29200846,,audios\recording236.wav
recording236.wav,sadness,0.37400768625324665,0.09173559590607887,happiness,0.2034618014873481,0.02733811398563949,neutral,0.14448452843276774,0.08273371665180788,0.2864976,0.32433,0.36226606,,audios\recording236.wav
recording236.wav,sadness,0.3910081406539085,0.1358774608153001,neutral,0.2226233526920405,0.18479664466610632,happiness,0.14009243443813574,0.020282493938369648,0.35992682,0.25363934,0.3194751,,audios\recording236.wav
recording236.wav,sadness,0.41606624270673875,0.11856466076060501,neutral,0.196051621766217,0.14574739655159105,happiness,0.14159748314385867,0.013819860135121731,0.5187127,0.40184137,0.38419527,,audios\recording236.wav
recording237.wav,sadness,0.4646757176422973,0.1486797113224535,happiness,0.1549213783632662,0.024177946918184978,disgust,0.12654559354994666,0.06857816508235917,0.6533854,0.44446358,0.50379664,,audios\recording237.wav
recording237.wav,sadness,0.3332556285835273,0.12499629345826742,happiness,0.2737129408029222,0.1520013957118487,disgust,0.14368505404897658,0.0366125305233887,0.30059445,0.44413814,0.50465536,,audios\recording237.wav
recording237.wav,sadness,0.329201791362171,0.1006891203369385,happiness,0.2269206332800085,0.06258805411228946,neutral,0.16450532173180626,0.11460114998512733,0.5348621,0.50843227,0.50985515,,audios\recording237.wav
recording237.wav,sadness,0.34174908465828124,0.09097919684266847,happiness,0.25025034373892663,0.05357978351356447,neutral,0.10325279338840491,0.05865856762073886,0.6295751,0.4542696,0.44825238,,audios\recording237.wav
recording237.wav,happiness,0.316164211175585,0.17380597011285823,sadness,0.3006305698929841,0.09780643028107847,disgust,0.1144273848030532,0.04401703673082905,0.36253488,0.48963472,0.5327181,,audios\recording237.wav
